nominal_head_id,nominal_head_form,nominal_head_upos,nominal_head_deprel,head_number,head_frequency,dependent_frequency,modifier_to_head_ratio,dependent_id,dependent_form,dependent_upos,dependent_deprel,distance,position,num_nouns_before,num_adjs_before,num_adjs_after,np_depth,num_dependents_head,num_dependents_dependent,ezafe_label,relative_position_in_sent,np_deprel_pattern,source_file
17.0,pehen,PROPN,xcomp,Sing,1,305,304.99695003049965,18.0,=iz,ADV,advmod,1.0,1,4,2,1,1,1,0,0,0.5151515151515151,advmod,DMX-L19.conllu
21.0,dēw,NOUN,conj,Sing,140,0,0.0,23.0,gandarw,PROPN,nmod,2.0,1,5,2,1,2,2,1,1,0.6363636363636364,cc nmod,DMX-L19.conllu
25.0,murw,NOUN,conj,Sing,21,0,0.0,27.0,kamag,PROPN,nmod,2.0,1,7,2,1,2,2,1,1,0.7575757575757576,cc nmod,DMX-L19.conllu
29.0,dēw,NOUN,conj,Sing,140,1,0.007142856632653098,31.0,wiyābānīg,ADJ,amod,2.0,1,9,2,1,2,2,1,1,0.8787878787878788,cc amod,DMX-L19.conllu
4.0,rāh,NOUN,obl,Sing,52,38,0.7307690902367133,3.0,ēč,DET,det,1.0,2,0,0,0,1,2,0,0,0.4444444444444444,case det,DMX-L19.conllu
5.0,ruwān,NOUN,obj,Sing,77,9,0.11688310170349328,7.0,xwēš,PRON,amod,2.0,1,1,0,0,2,1,1,1,0.5555555555555556,amod,DMX-L19.conllu
6.0,kas,PRON,obl,Sing,62,158,2.5483866857440827,5.0,harw,DET,det,1.0,2,0,0,0,1,2,0,0,0.5454545454545454,case det,DMX-L19.conllu
6.0,humat,NOUN,acl,Sing,7,0,0.0,12.0,menišn,NOUN,nmod,6.0,1,1,0,0,3,3,4,0,0.3333333333333333,conj conj nmod,DMX-L19.conllu
12.0,menišn,NOUN,nmod,Sing,26,9,0.3461537130178027,18.0,xwēš,PRON,amod,6.0,1,4,0,0,2,4,1,1,0.6666666666666666,case conj conj amod,DMX-L19.conllu
9.0,rēdag,NOUN,conj,Sing,5,6,1.1999976000048,11.0,aburnāy,ADJ,amod,2.0,1,2,0,1,2,2,1,1,0.6923076923076923,cc amod,DMX-L19.conllu
3.0,tan,NOUN,obl,Sing,153,224,1.4640521918920135,1.0,ēn,DET,det,2.0,2,0,0,2,1,2,0,0,0.08823529411764706,det det,DMX-L19.conllu
3.0,tan,NOUN,obl,Sing,153,13,0.08496731470801865,2.0,and,DET,det,1.0,2,0,0,2,1,2,0,0,0.08823529411764706,det det,DMX-L19.conllu
30.0,paywand,NOUN,conj,Sing,22,3,0.13636357438019348,32.0,armēšt,ADJ,amod,2.0,1,12,1,1,2,2,1,1,0.8823529411764706,cc amod,DMX-L19.conllu
2.0,ruwān,NOUN,obj,Sing,77,9,0.11688310170349328,4.0,xwēš,PRON,amod,2.0,1,0,0,1,2,1,1,1,0.13333333333333333,amod,DMX-L19.conllu
7.0,dar,NOUN,obl,Sing,31,38,1.2258060561915949,6.0,ēč,DET,det,1.0,2,1,0,1,1,2,0,0,0.4666666666666667,case det,DMX-L19.conllu
12.0,pāyag,NOUN,obl,Sing,11,9,0.8181810743808415,14.0,xwēš,PRON,amod,2.0,1,3,1,0,2,2,1,1,0.6,case amod,DMX-L19.conllu
8.0,pāyag,NOUN,obl,Sing,11,9,0.8181810743808415,10.0,xwēš,PRON,amod,2.0,1,1,1,0,2,2,1,1,0.5,case amod,DMX-L19.conllu
4.0,mēnōy,NOUN,obl,Sing,123,0,0.0,6.0,xrad,NOUN,nmod,2.0,1,1,0,2,2,2,1,1,0.3333333333333333,case nmod,DMX-L19.conllu
2.0,frazām,NOUN,nsubj,Sing,27,181,6.7037012208514,1.0,čē,DET,det,1.0,2,0,0,1,1,1,0,0,0.6666666666666666,det,DMX-L19.conllu
3.0,tis,NOUN,nsubj,Sing,67,868,12.955221946981798,2.0,ān,DET,det,1.0,2,0,0,0,3,2,0,0,0.3,det acl:relcl,DMX-L19.conllu
3.0,tis,NOUN,nsubj,Sing,67,868,12.955221946981798,2.0,ān,DET,det,1.0,2,0,0,0,4,2,0,0,0.3333333333333333,det acl:relcl,DMX-L19.conllu
3.0,tis,NOUN,nsubj,Sing,67,868,12.955221946981798,2.0,ān,DET,det,1.0,2,0,0,1,3,2,0,0,0.3333333333333333,det acl:relcl,DMX-L19.conllu
6.0,kas,PRON,nsubj,Sing,62,158,2.5483866857440827,5.0,harw,DET,det,1.0,2,1,0,1,1,1,0,0,0.6666666666666666,det,DMX-L19.conllu
6.0,ohrmazd,PROPN,obl,Sing,259,0,0.0,8.0,xwadāy,NOUN,appos,2.0,1,0,1,0,2,1,1,1,0.5454545454545454,appos,DMX-L19.conllu
7.0,ahriman,PROPN,obl,Sing,26,23,0.8846150443788291,9.0,druwand,ADJ,amod,2.0,1,0,1,1,2,1,1,1,0.5833333333333334,amod,DMX-L19.conllu
2.0,frazām,NOUN,nsubj,Sing,27,6,0.22222213991772596,4.0,gētīg,NOUN,nmod,2.0,1,0,0,0,3,1,2,1,0.3333333333333333,nmod,DMX-L19.conllu
1.0,mēnōy,NOUN,nsubj,Sing,123,0,0.0,3.0,xrad,NOUN,nmod,2.0,1,0,0,2,2,1,1,1,0.06666666666666667,nmod,DMX-L19.conllu
8.0,dil,NOUN,nsubj,Sing,9,43,4.777772469141701,10.0,ahlawān,NOUN,nmod,2.0,1,3,0,2,2,1,1,1,0.5333333333333333,nmod,DMX-L19.conllu
13.0,ān,PRON,nsubj,Sing,266,23,0.08646616216292624,15.0,druwandān,NOUN,nmod,2.0,1,5,1,1,2,1,1,1,0.8666666666666667,nmod,DMX-L19.conllu
1.0,ēmēd,NOUN,nsubj,Sing,8,0,0.0,6.0,yazadān,NOUN,nmod,5.0,1,0,0,2,2,2,2,1,0.07692307692307693,conj nmod,DMX-L19.conllu
9.0,ān,PRON,nsubj,Sing,266,0,0.0,12.0,dēwān,NOUN,nmod,3.0,1,3,1,1,2,1,2,1,0.6923076923076923,nmod,DMX-L19.conllu
1.0,mēnōy,NOUN,nsubj,Sing,123,0,0.0,3.0,xrad,NOUN,nmod,2.0,1,0,0,7,2,1,1,1,0.018518518518518517,nmod,DMX-L19.conllu
7.0,ohrmazd,PROPN,obj,Sing,259,0,0.0,9.0,xwadāy,NOUN,appos,2.0,1,3,0,7,4,3,1,1,0.12962962962962962,appos conj conj,DMX-L19.conllu
13.0,wahišt,PROPN,conj,Sing,14,5,0.35714260204099857,15.0,hubōy,ADJ,amod,2.0,1,6,0,7,3,2,2,1,0.24074074074074073,cc amod,DMX-L19.conllu
22.0,ahriman,PROPN,obj,Sing,26,23,0.8846150443788291,24.0,druand,ADJ,amod,2.0,1,7,2,5,2,2,1,1,0.4074074074074074,amod conj,DMX-L19.conllu
31.0,dušox,PROPN,obl,Sing,25,5,0.199999920000032,32.0,tārīk,ADJ,amod,1.0,1,9,4,3,2,2,1,0,0.5740740740740741,case amod,DMX-L19.conllu
39.0,mēnōy,NOUN,obj,Sing,123,0,0.0,41.0,xrad,NOUN,nmod,2.0,1,10,6,1,2,1,1,1,0.7222222222222222,nmod,DMX-L19.conllu
45.0,mēnōy,NOUN,obj,Sing,123,0,0.0,47.0,hursandīh,NOUN,nmod,2.0,1,13,6,1,2,1,1,1,0.8333333333333334,nmod,DMX-L19.conllu
21.0,yazadān,NOUN,conj,Plur,134,70,0.5223880207173118,20.0,hamāg,PRON,det,1.0,2,6,9,0,2,3,0,0,0.875,det nmod conj,GBd_TD1.conllu
21.0,yazadān,NOUN,conj,Plur,134,0,0.0,22.0,mēnōyān,NOUN,nmod,1.0,1,6,9,0,2,3,0,0,0.875,det nmod conj,GBd_TD1.conllu
23.0,yazadān,NOUN,conj,Plur,134,0,0.0,24.0,gētīyān,NOUN,nmod,1.0,1,8,9,0,1,1,0,0,0.9583333333333334,nmod,GBd_TD1.conllu
3.0,ǰahišn,NOUN,obl,Sing,1,18,17.999820001799982,2.0,nēk,ADJ,amod,1.0,2,0,1,10,2,3,0,0,0.08108108108108109,case amod nmod,GBd_TD1.conllu
3.0,ǰahišn,NOUN,obl,Sing,1,0,0.0,5.0,murwāg,NOUN,nmod,2.0,1,0,1,10,2,3,1,0,0.08108108108108109,case amod nmod,GBd_TD1.conllu
5.0,murwāg,NOUN,nmod,Sing,1,24,23.999760002399974,4.0,xūb,ADJ,amod,1.0,2,1,2,9,1,1,0,0,0.13513513513513514,amod,GBd_TD1.conllu
10.0,axtar,NOUN,obl,Sing,34,20,0.5882351211073172,9.0,did,DET,det,1.0,2,2,2,9,1,3,0,0,0.2702702702702703,case det amod,GBd_TD1.conllu
10.0,axtar,NOUN,obl,Sing,34,18,0.5294116089965856,11.0,nēk,ADJ,amod,1.0,1,2,2,9,1,3,0,0,0.2702702702702703,case det amod,GBd_TD1.conllu
13.0,dastwarīh,NOUN,obl,Sing,8,0,0.0,24.0,dastwar,NOUN,nmod,11.0,1,3,3,8,5,2,3,0,0.35135135135135137,case nmod,GBd_TD1.conllu
17.0,kirbagdōst,NOUN,conj,Sing,1,1,0.9999900000999989,19.0,yazadānšnās,ADJ,amod,2.0,1,4,6,5,2,3,1,1,0.4594594594594595,amod amod amod,GBd_TD1.conllu
17.0,kirbagdōst,NOUN,conj,Sing,1,1,0.9999900000999989,21.0,mēnōywēn,ADJ,amod,4.0,1,4,6,5,2,3,1,1,0.4594594594594595,amod amod amod,GBd_TD1.conllu
17.0,kirbagdōst,NOUN,conj,Sing,1,1,0.9999900000999989,23.0,wehānpassend,ADJ,amod,6.0,1,4,6,5,2,3,1,1,0.4594594594594595,amod amod amod,GBd_TD1.conllu
24.0,dastwar,NOUN,nmod,Sing,38,1,0.026315782548478276,14.0,yazadāndōst,ADJ,amod,10.0,2,5,9,2,4,3,3,0,0.6486486486486487,amod nmod appos,GBd_TD1.conllu
24.0,dastwar,NOUN,nmod,Sing,38,0,0.0,26.0,dēn,NOUN,nmod,2.0,1,5,9,2,4,3,3,1,0.6486486486486487,amod nmod appos,GBd_TD1.conllu
24.0,dastwar,NOUN,nmod,Sing,38,0,0.0,32.0,spandyād,PROPN,appos,8.0,1,5,9,2,4,3,5,0,0.6486486486486487,amod nmod appos,GBd_TD1.conllu
26.0,dēn,NOUN,nmod,Sing,201,73,0.36318406153313126,28.0,weh,ADJ,amod,2.0,1,6,9,2,2,3,1,1,0.7027027027027027,det amod nmod,GBd_TD1.conllu
26.0,dēn,NOUN,nmod,Sing,201,11,0.05472636543649923,30.0,mazdēsnān,NOUN,nmod,4.0,1,6,9,2,2,3,1,1,0.7027027027027027,det amod nmod,GBd_TD1.conllu
32.0,spandyād,PROPN,appos,Sing,5,6,1.1999976000048,31.0,anōšagruwān,ADJ,amod,1.0,2,8,11,0,1,5,0,0,0.8648648648648649,amod flat flat flat appos,GBd_TD1.conllu
32.0,spandyād,PROPN,appos,Sing,5,0,0.0,33.0,māhwindād,PROPN,flat,1.0,1,8,11,0,1,5,0,0,0.8648648648648649,amod flat flat flat appos,GBd_TD1.conllu
32.0,spandyād,PROPN,appos,Sing,5,0,0.0,34.0,rōstom,PROPN,flat,2.0,1,8,11,0,1,5,0,0,0.8648648648648649,amod flat flat flat appos,GBd_TD1.conllu
32.0,spandyād,PROPN,appos,Sing,5,0,0.0,35.0,šahryār,PROPN,flat,3.0,1,8,11,0,1,5,0,0,0.8648648648648649,amod flat flat flat appos,GBd_TD1.conllu
32.0,spandyād,PROPN,appos,Sing,5,0,0.0,36.0,nibēsā,NOUN,appos,4.0,1,8,11,0,1,5,0,0,0.8648648648648649,amod flat flat flat appos,GBd_TD1.conllu
2.0,madan,NOUN,obl,Sing,16,1,0.06249996093752441,4.0,tāzīgān,NOUN,nmod,2.0,1,0,0,0,2,3,1,1,0.09523809523809523,case nmod nmod,GBd_TD1.conllu
2.0,madan,NOUN,obl,Sing,16,0,0.0,7.0,ērānšahr,PROPN,nmod,5.0,1,0,0,0,2,3,1,0,0.09523809523809523,case nmod nmod,GBd_TD1.conllu
11.0,dušdēnīh,NOUN,nsubj,Sing,1,868,867.9913200867991,9.0,ān,DET,det,2.0,2,3,0,0,4,4,0,0,0.5238095238095238,det nmod conj acl:relcl,GBd_TD1.conllu
11.0,dušdēnīh,NOUN,nsubj,Sing,1,36,35.999640003599964,10.0,-išān,PRON,nmod,1.0,2,3,0,0,4,4,0,0,0.5238095238095238,det nmod conj acl:relcl,GBd_TD1.conllu
4.0,ōy,PRON,nsubj,Sing,1037,0,0.0,7.0,dūdag,NOUN,nmod,3.0,1,1,0,1,3,3,3,0,0.19047619047619047,advmod:emph nmod conj,GBd_TD1.conllu
7.0,dūdag,NOUN,nmod,Sing,12,1,0.08333326388894677,9.0,abarmānīg,ADJ,amod,2.0,1,1,0,1,2,3,1,1,0.3333333333333333,case amod nmod,GBd_TD1.conllu
7.0,dūdag,NOUN,nmod,Sing,12,0,0.0,10.0,kayān,PROPN,nmod,3.0,1,1,0,1,2,3,0,0,0.3333333333333333,case amod nmod,GBd_TD1.conllu
13.0,dēnburdārān,NOUN,conj,Plur,7,0,0.0,12.0,kayān,PROPN,nmod,1.0,2,4,1,0,1,2,0,0,0.6190476190476191,cc nmod,GBd_TD1.conllu
15.0,rām,NOUN,obl,Sing,8,0,0.0,20.0,dušdēnān,NOUN,nmod,5.0,1,5,1,0,2,3,2,1,0.7142857142857143,case conj nmod,GBd_TD1.conllu
20.0,dušdēnān,NOUN,nmod,Plur,1,36,35.999640003599964,19.0,awēšān,PRON,nmod,1.0,2,7,1,0,1,2,0,0,0.9523809523809523,det nmod,GBd_TD1.conllu
7.0,frahang,NOUN,obl,Sing,7,224,31.999954285779594,6.0,ēn,DET,det,1.0,2,0,0,1,2,3,0,0,0.25,case det conj,GBd_TD1.conllu
17.0,harg,NOUN,obl,Sing,3,0,0.0,21.0,halagīh,NOUN,nmod,4.0,1,4,1,0,2,3,1,1,0.6071428571428571,case conj nmod,GBd_TD1.conllu
2.0,zandāgāhīh,NOUN,nsubj,Sing,1,868,867.9913200867991,1.0,ān,DET,det,1.0,2,0,0,1,1,1,0,0,0.08,det,GBd_TD1.conllu
8.0,petyāragīh,NOUN,conj,Sing,6,0,0.0,10.0,ganāgmēnōy,PROPN,nmod,2.0,1,3,0,1,2,2,1,1,0.32,cc nmod,GBd_TD1.conllu
13.0,čiyōnīh,NOUN,conj,Sing,23,0,0.0,15.0,gēhāndām,NOUN,nmod,2.0,1,5,0,1,2,5,1,1,0.52,advmod:tmod case nmod obl:tmod obl:tmod,GBd_TD1.conllu
22.0,dēn,NOUN,obl:tmod,Sing,201,11,0.05472636543649923,24.0,mazdēsnān,NOUN,nmod,2.0,1,9,0,1,2,2,1,1,0.88,case nmod,GBd_TD1.conllu
11.0,zamān,NOUN,obl:tmod,Sing,51,4,0.07843135717032212,12.0,akanārag,ADJ,amod,1.0,1,4,2,1,1,1,0,0,0.6875,amod,GBd_TD1.conllu
2.0,rōšnīh,NOUN,nsubj,Sing,42,868,20.666661746032915,1.0,ān,DET,det,1.0,2,0,0,1,1,1,0,0,0.2222222222222222,det,GBd_TD1.conllu
8.0,rōšnīh,NOUN,obj,Sing,42,18,0.4285713265306365,7.0,asar,ADJ,amod,1.0,2,3,1,0,1,1,0,0,0.8888888888888888,amod,GBd_TD1.conllu
2.0,harwispāgāhīh,NOUN,nsubj,Sing,15,868,57.86662808891461,1.0,ān,DET,det,1.0,2,0,0,1,2,3,0,0,0.2222222222222222,det conj obl,GBd_TD1.conllu
3.0,zadārkāmagīh,NOUN,nsubj,Sing,2,58,28.999855000724995,2.0,-š,PRON,nmod,1.0,2,0,0,2,1,1,0,0,0.23076923076923078,nmod,GBd_TD1.conllu
7.0,tārīgīh,NOUN,nsubj,Sing,4,868,216.99945750135626,6.0,ān,DET,det,1.0,2,1,1,1,1,1,0,0,0.5384615384615384,det,GBd_TD1.conllu
12.0,tārīgīh,NOUN,obj,Sing,4,18,4.499988750028125,11.0,asar,ADJ,amod,1.0,2,3,2,0,1,1,0,0,0.9230769230769231,amod,GBd_TD1.conllu
5.0,mēnōy,NOUN,nsubj,Sing,123,93,0.7560974995042683,4.0,dōān,NUM,nmod,1.0,2,0,0,1,3,1,1,0,0.625,nmod,GBd_TD1.conllu
3.0,harwispāgāhīh,NOUN,obl,Sing,15,0,0.0,5.0,ohrmazd,PROPN,nmod,2.0,1,0,0,0,2,2,1,1,0.23076923076923078,nmod case,GBd_TD1.conllu
7.0,awimand,NOUN,nsubj,Sing,1,868,867.9913200867991,3.0,ān,DET,det,4.0,2,0,1,0,2,2,0,0,0.7777777777777778,det nmod,GBd_TD1.conllu
7.0,awimand,NOUN,nsubj,Sing,1,93,92.9990700092999,6.0,dō,NUM,nmod,1.0,2,0,1,0,2,2,2,1,0.7777777777777778,det nmod,GBd_TD1.conllu
4.0,dām,NOUN,nmod,Sing,127,0,0.0,5.0,ohrmazd,PROPN,nmod,1.0,1,1,0,1,1,2,0,0,0.36363636363636365,det nmod,GBd_TD1.conllu
7.0,tan,NOUN,obl,Sing,153,16,0.10457515656371526,9.0,pasēn,ADJ,amod,2.0,1,3,0,1,2,2,1,1,0.6363636363636364,case amod,GBd_TD1.conllu
2.0,dām,NOUN,obj,Sing,127,0,0.0,4.0,ahriman,PROPN,nmod,2.0,1,0,0,1,2,1,1,1,0.13333333333333333,nmod,GBd_TD1.conllu
7.0,zamān,NOUN,obl:tmod,Sing,51,868,17.0196045059599,6.0,ān,DET,det,1.0,2,2,0,1,1,2,0,0,0.4666666666666667,case det,GBd_TD1.conllu
12.0,tan,NOUN,nsubj,Sing,153,16,0.10457515656371526,14.0,pasēn,ADJ,amod,2.0,1,3,0,1,2,1,1,1,0.8,amod,GBd_TD1.conllu
24.0,abzārān,NOUN,conj,Plur,27,52,1.9259252126202917,23.0,čand,DET,det,1.0,2,6,0,0,2,2,0,0,1.0,case det,GBd_TD1.conllu
5.0,dām,NOUN,obj,Sing,127,868,6.834645131130304,4.0,ān,DET,det,1.0,2,0,0,0,3,2,0,0,0.38461538461538464,det acl:relcl,GBd_TD1.conllu
9.0,abzār,NOUN,obl,Sing,27,868,32.148136241431025,8.0,ān,DET,det,1.0,2,1,0,0,1,2,0,0,0.6923076923076923,case det,GBd_TD1.conllu
2.0,sāl,NOUN,obl:tmod,Sing,66,9,0.13636361570248245,1.0,sēhazār,NUM,nummod,1.0,2,0,0,4,1,1,0,0,0.14285714285714285,nummod,GBd_TD1.conllu
6.0,hastīh,NOUN,obl,Sing,1,0,0.0,8.0,ohrmazd,PROPN,nmod,2.0,1,2,0,1,2,2,1,1,0.6666666666666666,case nmod,GBd_TD1.conllu
4.0,zofāyag,NOUN,obl,Sing,1,868,867.9913200867991,3.0,ān,DET,det,1.0,2,0,0,0,1,2,0,0,0.8,case det,GBd_TD1.conllu
2.0,wimand,NOUN,obl,Sing,10,1,0.0999999000001,4.0,dīdār,ADJ,amod,2.0,1,0,0,1,2,3,1,1,0.2857142857142857,case amod nmod,GBd_TD1.conllu
2.0,wimand,NOUN,obl,Sing,10,24,2.3999976000024,6.0,rōšnān,NOUN,nmod,4.0,1,0,0,1,2,3,1,1,0.2857142857142857,case amod nmod,GBd_TD1.conllu
6.0,rōšnīh,NOUN,conj,Sing,42,868,20.666661746032915,5.0,ān,DET,det,1.0,2,1,0,1,1,1,0,0,0.3333333333333333,det,GBd_TD1.conllu
12.0,xwēš,PRON,obl,Sing,188,868,4.61702103100952,10.0,ān,DET,det,2.0,2,2,1,0,1,4,0,0,1.0,mark case det det,GBd_TD1.conllu
7.0,dēw,NOUN,obj,Sing,140,92,0.6571428102040849,6.0,was,DET,det,1.0,2,1,0,1,4,2,0,0,0.4666666666666667,det appos,GBd_TD1.conllu
7.0,dēw,NOUN,obj,Sing,140,0,0.0,13.0,niyāz,NOUN,appos,6.0,1,1,0,1,4,2,3,0,0.4666666666666667,det appos,GBd_TD1.conllu
10.0,dām,NOUN,nmod,Sing,127,2,0.01574803025606061,12.0,murnǰēnīdār,ADJ,amod,2.0,1,2,0,1,2,2,1,1,0.6666666666666666,det amod,GBd_TD1.conllu
13.0,niyāz,NOUN,appos,Sing,8,868,108.49986437516954,8.0,ān,DET,det,5.0,2,3,1,0,3,3,0,0,0.8666666666666667,det nmod conj,GBd_TD1.conllu
13.0,niyāz,NOUN,appos,Sing,8,0,0.0,10.0,dām,NOUN,nmod,3.0,2,3,1,0,3,3,2,1,0.8666666666666667,det nmod conj,GBd_TD1.conllu
2.0,dām,NOUN,nsubj,Sing,127,0,0.0,4.0,ganāgmēnōy,PROPN,nmod,2.0,1,1,0,1,2,2,1,1,0.2857142857142857,nmod xcomp,GBd_TD1.conllu
1.0,dām,NOUN,obj,Sing,127,0,0.0,3.0,hēn,NOUN,nmod,2.0,1,0,0,2,2,3,1,1,0.1111111111111111,nmod amod amod,GBd_TD1.conllu
1.0,dām,NOUN,obj,Sing,127,1,0.007874015128030305,5.0,pūdag,ADJ,amod,4.0,1,0,0,2,2,3,1,1,0.1111111111111111,nmod amod amod,GBd_TD1.conllu
1.0,dām,NOUN,obj,Sing,127,1,0.007874015128030305,6.0,wadagdōšīh,ADJ,amod,5.0,1,0,0,2,2,3,0,0,0.1111111111111111,nmod amod amod,GBd_TD1.conllu
4.0,dām,NOUN,obj,Sing,127,0,0.0,6.0,ohrmazd,PROPN,nmod,2.0,1,1,0,1,2,1,1,1,0.26666666666666666,nmod,GBd_TD1.conllu
10.0,dām,NOUN,xcomp,Sing,127,4,0.03149606051212122,12.0,zofr,ADJ,amod,2.0,1,3,0,1,2,3,1,1,0.6666666666666666,amod amod advcl,GBd_TD1.conllu
10.0,dām,NOUN,xcomp,Sing,127,1,0.007874015128030305,14.0,wan,X,amod,4.0,1,3,0,1,2,3,1,1,0.6666666666666666,amod amod advcl,GBd_TD1.conllu
7.0,dāmdahišnīh,NOUN,obj,Sing,16,868,54.24996609377119,4.0,ān,DET,det,3.0,2,1,0,0,2,2,0,0,1.0,det nmod,GBd_TD1.conllu
7.0,dāmdahišnīh,NOUN,obj,Sing,16,0,0.0,6.0,ohrmazd,PROPN,nmod,1.0,2,1,0,0,2,2,1,1,1.0,det nmod,GBd_TD1.conllu
6.0,ēwēnag,NOUN,nmod,Sing,110,181,1.645454395867782,5.0,čē,PRON,det,1.0,2,1,0,3,3,2,0,0,0.14634146341463414,det nmod,GBd_TD1.conllu
6.0,ēwēnag,NOUN,nmod,Sing,110,0,0.0,10.0,frazām,NOUN,nmod,4.0,1,1,0,3,3,2,2,1,0.14634146341463414,det nmod,GBd_TD1.conllu
7.0,dānistan,NOUN,obl,Sing,4,305,76.24980937547657,4.0,-iz,ADV,advmod,3.0,2,2,0,3,4,4,0,0,0.17073170731707318,case advmod nmod obl,GBd_TD1.conllu
7.0,dānistan,NOUN,obl,Sing,4,0,0.0,6.0,ēwēnag,NOUN,nmod,1.0,2,2,0,3,4,4,2,0,0.17073170731707318,case advmod nmod obl,GBd_TD1.conllu
10.0,frazām,NOUN,nmod,Sing,27,0,0.0,12.0,kār,NOUN,nmod,2.0,1,4,0,3,2,2,1,1,0.24390243902439024,det nmod,GBd_TD1.conllu
25.0,dām,NOUN,obl,Sing,127,1,0.007874015128030305,27.0,man,PRON,nmod,2.0,1,9,0,3,2,2,1,1,0.6097560975609756,case nmod,GBd_TD1.conllu
38.0,pāddāšn,NOUN,obl,Sing,11,868,78.90901917361893,36.0,ān,DET,det,2.0,2,12,0,3,1,2,0,0,0.926829268292683,case det,GBd_TD1.conllu
3.0,čim,NOUN,nsubj,Sing,54,58,1.0740738751715044,2.0,-š,PRON,nmod,1.0,2,0,0,1,1,1,0,0,0.15789473684210525,nmod,GBd_TD1.conllu
17.0,harwdōān,PRON,obl,Plur,2,0,0.0,16.0,-mān,PRON,nmod,1.0,2,2,1,0,1,2,0,0,0.8947368421052632,case nmod,GBd_TD1.conllu
9.0,dām,NOUN,obl,Sing,127,0,0.0,11.0,tō,PRON,nmod,2.0,1,1,0,0,2,2,1,1,0.6,case nmod,GBd_TD1.conllu
4.0,dām,NOUN,conj,Sing,127,305,2.401574614049243,5.0,-iz,ADV,advmod,1.0,1,0,0,0,2,2,0,0,0.4,advmod nmod,GBd_TD1.conllu
4.0,dām,NOUN,conj,Sing,127,0,0.0,7.0,tō,PRON,nmod,3.0,1,0,0,0,2,2,1,1,0.4,advmod nmod,GBd_TD1.conllu
4.0,dām,NOUN,obj,Sing,127,12,0.09448818153636365,3.0,harwisp,DET,det,1.0,2,0,0,0,2,2,0,0,0.3076923076923077,det nmod,GBd_TD1.conllu
4.0,dām,NOUN,obj,Sing,127,0,0.0,6.0,tō,PRON,nmod,2.0,1,0,0,0,2,2,1,1,0.3076923076923077,det nmod,GBd_TD1.conllu
8.0,adōstīh,NOUN,obl,Sing,1,0,0.0,9.0,tō,PRON,nmod,1.0,1,1,0,0,3,4,0,0,0.6153846153846154,case nmod cc conj,GBd_TD1.conllu
11.0,dōstīh,NOUN,conj,Sing,7,1,0.14285693877580175,13.0,man,PRON,nmod,2.0,1,2,0,0,2,1,1,1,0.8461538461538461,nmod,GBd_TD1.conllu
3.0,wizārišn,NOUN,nsubj,Sing,14,58,4.142854183675583,2.0,-š,PRON,nmod,1.0,2,0,0,1,5,2,0,0,0.15,nmod acl,GBd_TD1.conllu
18.0,dām,NOUN,obj,Sing,127,305,2.401574614049243,20.0,-z,ADV,advmod,2.0,1,2,1,0,2,2,0,0,0.5625,advmod nmod,GBd_TD1.conllu
18.0,dām,NOUN,obj,Sing,127,1,0.007874015128030305,21.0,man,PRON,nmod,3.0,1,2,1,0,2,2,1,1,0.5625,advmod nmod,GBd_TD1.conllu
29.0,xwēšīh,NOUN,obl,Sing,12,1,0.08333326388894677,30.0,man,PRON,nmod,1.0,1,3,1,0,2,2,0,0,0.90625,case nmod,GBd_TD1.conllu
8.0,zamān,NOUN,obj,Sing,51,0,0.0,10.0,kārēzār,NOUN,nmod,2.0,1,2,0,0,4,1,3,1,0.24242424242424243,nmod,GBd_TD1.conllu
10.0,kārēzār,NOUN,nmod,Sing,10,305,30.499969500030502,11.0,-iz,PART,advmod,1.0,1,3,0,0,3,3,0,0,0.30303030303030304,det advmod nmod,GBd_TD1.conllu
10.0,kārēzār,NOUN,nmod,Sing,10,58,5.7999942000058,14.0,-š,PRON,nmod,4.0,1,3,0,0,3,3,1,1,0.30303030303030304,det advmod nmod,GBd_TD1.conllu
21.0,dām,NOUN,obl,Sing,127,1,0.007874015128030305,23.0,man,PRON,nmod,2.0,1,4,0,0,2,2,1,1,0.6363636363636364,case nmod,GBd_TD1.conllu
31.0,gumēzišn,NOUN,conj,Sing,15,2,0.1333332444445037,33.0,hamēyīhā,ADV,advmod,2.0,1,7,0,0,2,2,1,1,0.9393939393939394,cc advmod,GBd_TD1.conllu
6.0,nišastan,NOUN,obj,Sing,1,0,0.0,5.0,dām,NOUN,nmod,1.0,2,2,0,0,2,2,0,0,0.2,nmod obl,GBd_TD1.conllu
14.0,mardōm,NOUN,nmod,Sing,171,0,0.0,16.0,gumēzišn,NOUN,nmod,2.0,1,3,0,0,2,1,1,0,0.4666666666666667,nmod,GBd_TD1.conllu
17.0,was,PRON,advcl,Sing,7,0,0.0,14.0,mardōm,NOUN,nmod,3.0,2,5,0,0,4,5,1,0,0.5666666666666667,mark advmod:tmod nmod acl:cleft advcl,GBd_TD1.conllu
25.0,kāmag,NOUN,obj,Sing,9,0,0.0,27.0,ganāgmēnōy,PROPN,nmod,2.0,1,7,0,0,2,1,1,1,0.8333333333333334,nmod,GBd_TD1.conllu
2.0,-š,PRON,nsubj,Sing,1037,0,0.0,4.0,ohrmazd,PROPN,appos,2.0,1,0,0,0,1,1,0,0,0.11764705882352941,appos,GBd_TD1.conllu
